h,a,s1,s2,f1,f2,c,ogfos,ec1,ec2,ec3,ec4
30.00,20.00,12.00,9.00,30.00,20.00,10.00,1.40,0.00,0.00,0.00,0.00
30.00,20.00,12.00,9.00,30.00,20.00,20.00,1.55,0.00,0.00,0.00,0.00
30.00,20.00,12.00,9.00,30.00,25.00,0.10,1.51,0.00,0.00,0.00,0.00
30.00,20.00,12.00,9.00,30.00,25.00,10.00,1.66,0.00,0.00,0.00,0.00
30.00,20.00,12.00,9.00,30.00,25.00,20.00,1.81,0.00,0.00,0.00,0.00
30.00,20.00,12.00,9.00,35.00,15.00,0.10,1.07,0.00,0.00,0.00,0.00
30.00,20.00,12.00,9.00,35.00,15.00,10.00,1.22,0.00,0.00,0.00,0.00
30.00,20.00,12.00,9.00,35.00,15.00,20.00,1.37,0.00,0.00,0.00,0.00
30.00,20.00,12.00,9.00,35.00,20.00,0.10,1.32,0.00,0.00,0.00,0.00
30.00,20.00,12.00,9.00,35.00,20.00,10.00,1.47,0.00,0.00,0.00,0.00
30.00,20.00,12.00,9.00,35.00,20.00,20.00,1.62,0.00,0.00,0.00,0.00
30.00,20.00,12.00,9.00,35.00,25.00,0.10,1.58,0.00,0.00,0.00,0.00
30.00,20.00,12.00,9.00,35.00,25.00,10.00,1.73,0.00,0.00,0.00,0.00
30.00,20.00,12.00,9.00,35.00,25.00,20.00,1.88,0.00,0.00,0.00,0.00
30.00,20.00,12.00,12.00,25.00,15.00,0.10,0.94,443.06,10580.52,164.93,475.14
30.00,20.00,12.00,12.00,25.00,15.00,10.00,1.09,0.00,0.00,0.00,0.00
30.00,20.00,12.00,12.00,25.00,15.00,20.00,1.24,0.00,0.00,0.00,0.00
30.00,20.00,12.00,12.00,25.00,20.00,0.10,1.19,0.00,0.00,0.00,0.00
30.00,20.00,12.00,12.00,25.00,20.00,10.00,1.34,0.00,0.00,0.00,0.00
30.00,20.00,12.00,12.00,25.00,20.00,20.00,1.49,0.00,0.00,0.00,0.00
30.00,20.00,12.00,12.00,25.00,25.00,0.10,1.30,0.00,0.00,0.00,0.00
30.00,20.00,12.00,12.00,25.00,25.00,10.00,1.60,0.00,0.00,0.00,0.00
30.00,20.00,12.00,12.00,25.00,25.00,20.00,1.75,0.00,0.00,0.00,0.00
30.00,20.00,12.00,12.00,30.00,15.00,0.10,1.01,0.00,0.00,0.00,0.00
30.00,20.00,12.00,12.00,30.00,15.00,10.00,1.15,0.00,0.00,0.00,0.00
30.00,20.00,12.00,12.00,30.00,15.00,20.00,1.30,0.00,0.00,0.00,0.00
30.00,20.00,12.00,12.00,30.00,20.00,0.10,1.25,0.00,0.00,0.00,0.00
30.00,20.00,12.00,12.00,30.00,20.00,10.00,1.40,0.00,0.00,0.00,0.00
30.00,20.00,12.00,12.00,30.00,20.00,20.00,1.55,0.00,0.00,0.00,0.00
30.00,20.00,12.00,12.00,30.00,25.00,0.10,1.51,0.00,0.00,0.00,0.00
30.00,20.00,12.00,12.00,30.00,25.00,10.00,1.66,0.00,0.00,0.00,0.00
30.00,20.00,12.00,12.00,30.00,25.00,20.00,1.81,0.00,0.00,0.00,0.00
30.00,20.00,12.00,12.00,35.00,15.00,0.10,1.07,0.00,0.00,0.00,0.00
30.00,20.00,12.00,12.00,35.00,15.00,10.00,1.21,0.00,0.00,0.00,0.00
30.00,20.00,12.00,12.00,35.00,15.00,20.00,1.36,0.00,0.00,0.00,0.00
30.00,20.00,12.00,12.00,35.00,20.00,0.10,1.32,0.00,0.00,0.00,0.00
30.00,20.00,12.00,12.00,35.00,20.00,10.00,1.47,0.00,0.00,0.00,0.00
30.00,20.00,12.00,12.00,35.00,20.00,20.00,1.62,0.00,0.00,0.00,0.00
30.00,20.00,12.00,12.00,35.00,25.00,0.10,1.58,0.00,0.00,0.00,0.00
30.00,20.00,12.00,12.00,35.00,25.00,10.00,1.73,0.00,0.00,0.00,0.00
30.00,20.00,12.00,12.00,35.00,25.00,20.00,1.88,0.00,0.00,0.00,0.00
30.00,30.00,3.00,3.00,25.00,15.00,0.10,0.50,456.94,n/a,13857.12,78224.69
30.00,30.00,3.00,3.00,25.00,15.00,10.00,0.82,185.61,7237.50,13857.12,78224.69
30.00,30.00,3.00,3.00,25.00,15.00,20.00,0.97,185.61,2895.00,13857.12,78224.69
30.00,30.00,3.00,3.00,25.00,20.00,0.10,0.63,456.94,n/a,13857.12,78224.69
30.00,30.00,3.00,3.00,25.00,20.00,10.00,0.83,185.61,7237.50,13857.12,78224.69
30.00,30.00,3.00,3.00,25.00,20.00,20.00,0.97,185.61,2895.00,13857.12,78224.69
30.00,30.00,3.00,3.00,25.00,25.00,0.10,0.67,456.94,n/a,13857.12,78224.69
30.00,30.00,3.00,3.00,25.00,25.00,10.00,0.84,185.61,7237.50,13857.12,78224.69
30.00,30.00,3.00,3.00,25.00,25.00,20.00,0.98,185.61,1447.50,13857.12,78224.69
30.00,30.00,3.00,3.00,30.00,15.00,0.10,0.52,456.94,5790.00,12503.90,57968.55
30.00,30.00,3.00,3.00,30.00,15.00,10.00,0.91,185.61,2895.00,12503.90,57968.55
30.00,30.00,3.00,3.00,30.00,15.00,20.00,1.13,0.00,0.00,0.00,0.00
30.00,30.00,3.00,3.00,30.00,20.00,0.10,0.66,456.94,4342.50,12503.90,57968.55
30.00,30.00,3.00,3.00,30.00,20.00,10.00,0.98,185.61,1447.50,12503.90,57968.55
30.00,30.00,3.00,3.00,30.00,20.00,20.00,1.13,0.00,0.00,0.00,0.00
30.00,30.00,3.00,3.00,30.00,25.00,0.10,0.80,185.61,4342.50,12503.90,57968.55
30.00,30.00,3.00,3.00,30.00,25.00,10.00,0.99,185.61,1447.50,12503.90,57968.55
30.00,30.00,3.00,3.00,30.00,25.00,20.00,1.14,0.00,0.00,0.00,0.00
30.00,30.00,3.00,3.00,35.00,15.00,0.10,0.55,456.94,2895.00,566.29,2015.56
30.00,30.00,3.00,3.00,35.00,15.00,10.00,0.94,185.61,1447.50,141.57,339.23
30.00,30.00,3.00,3.00,35.00,15.00,20.00,1.30,0.00,0.00,0.00,0.00
30.00,30.00,3.00,3.00,35.00,20.00,0.10,0.69,185.61,2895.00,141.57,339.23
30.00,30.00,3.00,3.00,35.00,20.00,10.00,1.08,0.00,0.00,0.00,0.00
30.00,30.00,3.00,3.00,35.00,20.00,20.00,1.31,0.00,0.00,0.00,0.00
30.00,30.00,3.00,3.00,35.00,25.00,0.10,0.84,185.61,1447.50,141.57,339.23
30.00,30.00,3.00,3.00,35.00,25.00,10.00,1.15,0.00,0.00,0.00,0.00
30.00,30.00,3.00,3.00,35.00,25.00,20.00,1.32,0.00,0.00,0.00,0.00
30.00,30.00,3.00,6.00,25.00,15.00,0.10,0.41,900.00,n/a,13857.12,78224.69
30.00,30.00,3.00,6.00,25.00,15.00,10.00,0.65,456.94,8685.00,13857.12,78224.69
30.00,30.00,3.00,6.00,25.00,15.00,20.00,0.90,185.61,4342.50,13857.12,78224.69
30.00,30.00,3.00,6.00,25.00,20.00,0.10,0.54,456.94,n/a,13857.12,78224.69
30.00,30.00,3.00,6.00,25.00,20.00,10.00,0.79,185.61,8685.00,13857.12,78224.69
30.00,30.00,3.00,6.00,25.00,20.00,20.00,0.96,185.61,2895.00,13857.12,78224.69
30.00,30.00,3.00,6.00,25.00,25.00,0.10,0.67,456.94,n/a,13857.12,78224.69
30.00,30.00,3.00,6.00,25.00,25.00,10.00,0.84,185.61,7237.50,13857.12,78224.69
30.00,30.00,3.00,6.00,25.00,25.00,20.00,0.98,185.61,1447.50,13857.12,78224.69
30.00,30.00,3.00,6.00,30.00,15.00,0.10,0.42,456.94,5790.00,12503.90,57968.55
30.00,30.00,3.00,6.00,30.00,15.00,10.00,0.66,456.94,2895.00,12503.90,57968.55
30.00,30.00,3.00,6.00,30.00,15.00,20.00,0.91,185.61,1447.50,12503.90,57968.55
30.00,30.00,3.00,6.00,30.00,20.00,0.10,0.55,456.94,5790.00,12503.90,57968.55
30.00,30.00,3.00,6.00,30.00,20.00,10.00,0.80,185.61,2895.00,12503.90,57968.55
30.00,30.00,3.00,6.00,30.00,20.00,20.00,1.04,0.00,0.00,0.00,0.00
30.00,30.00,3.00,6.00,30.00,25.00,0.10,0.69,185.61,5790.00,12503.90,57968.55
30.00,30.00,3.00,6.00,30.00,25.00,10.00,0.94,185.61,1447.50,12503.90,57968.55
30.00,30.00,3.00,6.00,30.00,25.00,20.00,1.13,0.00,0.00,0.00,0.00
30.00,30.00,3.00,6.00,35.00,15.00,0.10,0.43,456.94,4342.50,1903.36,9112.73
30.00,30.00,3.00,6.00,35.00,15.00,10.00,0.67,456.94,2895.00,141.57,339.23
30.00,30.00,3.00,6.00,35.00,15.00,20.00,0.91,185.61,1447.50,141.57,339.23
30.00,30.00,3.00,6.00,35.00,20.00,0.10,0.56,456.94,2895.00,1573.03,7180.03
30.00,30.00,3.00,6.00,35.00,20.00,10.00,0.81,185.61,2895.00,393.26,1283.31
30.00,30.00,3.00,6.00,35.00,20.00,20.00,1.05,0.00,0.00,0.00,0.00
30.00,30.00,3.00,6.00,35.00,25.00,0.10,0.70,185.61,2895.00,141.57,339.23
30.00,30.00,3.00,6.00,35.00,25.00,10.00,0.95,185.61,1447.50,141.57,339.23
30.00,30.00,3.00,6.00,35.00,25.00,20.00,1.19,0.00,0.00,0.00,0.00
30.00,30.00,3.00,9.00,25.00,15.00,0.10,0.40,900.00,n/a,13857.12,78224.69
30.00,30.00,3.00,9.00,25.00,15.00,10.00,0.60,456.94,8685.00,13857.12,78224.69
30.00,30.00,3.00,9.00,25.00,15.00,20.00,0.79,456.94,4342.50,13857.12,78224.69
30.00,30.00,3.00,9.00,25.00,20.00,0.10,0.53,456.94,n/a,13857.12,78224.69
30.00,30.00,3.00,9.00,25.00,20.00,10.00,0.73,456.94,8685.00,13857.12,78224.69
30.00,30.00,3.00,9.00,25.00,20.00,20.00,0.92,185.61,4342.50,13857.12,78224.69
30.00,30.00,3.00,9.00,25.00,25.00,0.10,0.67,456.94,n/a,13857.12,78224.69
30.00,30.00,3.00,9.00,25.00,25.00,10.00,0.84,185.61,7237.50,13857.12,78224.69
30.00,30.00,3.00,9.00,25.00,25.00,20.00,0.98,185.61,1447.50,13857.12,78224.69
30.00,30.00,3.00,9.00,30.00,15.00,0.10,0.40,456.94,7237.50,12503.90,57968.55
30.00,30.00,3.00,9.00,30.00,15.00,10.00,0.60,456.94,4342.50,12503.90,57968.55
30.00,30.00,3.00,9.00,30.00,15.00,20.00,0.80,185.61,4342.50,12503.90,57968.55
30.00,30.00,3.00,9.00,30.00,20.00,0.10,0.53,456.94,5790.00,12503.90,57968.55
30.00,30.00,3.00,9.00,30.00,20.00,10.00,0.74,456.94,4342.50,12503.90,57968.55
30.00,30.00,3.00,9.00,30.00,20.00,20.00,0.93,185.61,2895.00,12503.90,57968.55
30.00,30.00,3.00,9.00,30.00,25.00,0.10,0.68,456.94,5790.00,12503.90,57968.55
30.00,30.00,3.00,9.00,30.00,25.00,10.00,0.88,185.61,2895.00,12503.90,57968.55
30.00,30.00,3.00,9.00,30.00,25.00,20.00,1.07,0.00,0.00,0.00,0.00
30.00,30.00,3.00,9.00,35.00,15.00,0.10,0.41,456.94,5790.00,3083.14,16702.07
30.00,30.00,3.00,9.00,35.00,15.00,10.00,0.61,456.94,4342.50,1903.36,9112.73
30.00,30.00,3.00,9.00,35.00,15.00,20.00,0.80,185.61,4342.50,141.57,339.23
30.00,30.00,3.00,9.00,35.00,20.00,0.10,0.54,456.94,4342.50,2658.42,13864.82
30.00,30.00,3.00,9.00,35.00,20.00,10.00,0.74,185.61,4342.50,393.26,1283.31
30.00,30.00,3.00,9.00,35.00,20.00,20.00,0.94,185.61,2895.00,141.57,339.23
30.00,30.00,3.00,9.00,35.00,25.00,0.10,0.68,185.61,4342.50,141.57,339.23
30.00,30.00,3.00,9.00,35.00,25.00,10.00,0.88,185.61,2895.00,141.57,339.23
30.00,30.00,3.00,9.00,35.00,25.00,20.00,1.09,0.00,0.00,0.00,0.00
30.00,30.00,3.00,12.00,25.00,15.00,0.10,0.40,900.00,n/a,13857.12,78224.69
30.00,30.00,3.00,12.00,25.00,15.00,10.00,0.56,456.94,34740.00,13857.12,78224.69
30.00,30.00,3.00,12.00,25.00,15.00,20.00,0.71,456.94,5790.00,13857.12,78224.69
30.00,30.00,3.00,12.00,25.00,20.00,0.10,0.53,456.94,n/a,13857.12,78224.69
30.00,30.00,3.00,12.00,25.00,20.00,10.00,0.70,456.94,8685.00,13857.12,78224.69
30.00,30.00,3.00,12.00,25.00,20.00,20.00,0.85,185.61,4342.50,13857.12,78224.69
30.00,30.00,3.00,12.00,25.00,25.00,0.10,0.67,456.94,n/a,13857.12,78224.69
30.00,30.00,3.00,12.00,25.00,25.00,10.00,0.84,185.61,7237.50,13857.12,78224.69
30.00,30.00,3.00,12.00,25.00,25.00,20.00,0.98,185.61,2895.00,13857.12,78224.69
30.00,30.00,3.00,12.00,30.00,15.00,0.10,0.40,900.00,7237.50,12503.90,57968.55
30.00,30.00,3.00,12.00,30.00,15.00,10.00,0.56,456.94,5790.00,12503.90,57968.55
30.00,30.00,3.00,12.00,30.00,15.00,20.00,0.72,456.94,4342.50,12503.90,57968.55
30.00,30.00,3.00,12.00,30.00,20.00,0.10,0.53,456.94,7237.50,12503.90,57968.55
30.00,30.00,3.00,12.00,30.00,20.00,10.00,0.70,456.94,5790.00,12503.90,57968.55
30.00,30.00,3.00,12.00,30.00,20.00,20.00,0.86,185.61,4342.50,12503.90,57968.55
30.00,30.00,3.00,12.00,30.00,25.00,0.10,0.68,456.94,5790.00,12503.90,57968.55
30.00,30.00,3.00,12.00,30.00,25.00,10.00,0.85,185.61,4342.50,12503.90,57968.55
30.00,30.00,3.00,12.00,30.00,25.00,20.00,1.00,0.00,0.00,0.00,0.00
30.00,30.00,3.00,12.00,35.00,15.00,0.10,0.41,456.94,7237.50,5096.61,31445.40
30.00,30.00,3.00,12.00,35.00,15.00,10.00,0.57,456.94,5790.00,3083.14,16702.07
30.00,30.00,3.00,12.00,35.00,15.00,20.00,0.72,456.94,4342.50,141.57,339.23
30.00,30.00,3.00,12.00,35.00,20.00,0.10,0.54,456.94,5790.00,3539.31,19867.76
30.00,30.00,3.00,12.00,35.00,20.00,10.00,0.71,456.94,5790.00,393.26,1283.31
30.00,30.00,3.00,12.00,35.00,20.00,20.00,0.86,185.61,2895.00,141.57,339.23
30.00,30.00,3.00,12.00,35.00,25.00,0.10,0.68,456.94,5790.00,141.57,339.23
30.00,30.00,3.00,12.00,35.00,25.00,10.00,0.85,185.61,4342.50,141.57,339.23
30.00,30.00,3.00,12.00,35.00,25.00,20.00,1.01,0.00,0.00,0.00,0.00
30.00,30.00,6.00,3.00,25.00,15.00,0.10,0.57,456.94,8685.00,13857.12,78224.69
30.00,30.00,6.00,3.00,25.00,15.00,10.00,0.82,185.61,4342.50,13857.12,78224.69
30.00,30.00,6.00,3.00,25.00,15.00,20.00,1.07,0.00,0.00,0.00,0.00
30.00,30.00,6.00,3.00,25.00,20.00,0.10,0.70,456.94,8685.00,13857.12,78224.69
30.00,30.00,6.00,3.00,25.00,20.00,10.00,0.95,185.61,2895.00,13857.12,78224.69
30.00,30.00,6.00,3.00,25.00,20.00,20.00,1.09,0.00,0.00,0.00,0.00
30.00,30.00,6.00,3.00,25.00,25.00,0.10,0.81,185.61,8685.00,13857.12,78224.69
30.00,30.00,6.00,3.00,25.00,25.00,10.00,0.97,185.61,2895.00,13857.12,78224.69
30.00,30.00,6.00,3.00,25.00,25.00,20.00,1.10,0.00,0.00,0.00,0.00
30.00,30.00,6.00,3.00,30.00,15.00,0.10,0.61,456.94,2895.00,12503.90,57968.55
30.00,30.00,6.00,3.00,30.00,15.00,10.00,0.86,185.61,2895.00,12503.90,57968.55
30.00,30.00,6.00,3.00,30.00,15.00,20.00,1.12,0.00,0.00,0.00,0.00
30.00,30.00,6.00,3.00,30.00,20.00,0.10,0.75,185.61,2895.00,12503.90,57968.55
30.00,30.00,6.00,3.00,30.00,20.00,10.00,1.00,185.61,1447.50,12503.90,57968.55
30.00,30.00,6.00,3.00,30.00,20.00,20.00,1.25,0.00,0.00,0.00,0.00
30.00,30.00,6.00,3.00,30.00,25.00,0.10,0.89,185.61,2895.00,12503.90,57968.55
30.00,30.00,6.00,3.00,30.00,25.00,10.00,1.14,0.00,0.00,0.00,0.00
30.00,30.00,6.00,3.00,30.00,25.00,20.00,1.29,0.00,0.00,0.00,0.00
30.00,30.00,6.00,3.00,35.00,15.00,0.10,0.65,185.61,2895.00,1903.36,9112.73
30.00,30.00,6.00,3.00,35.00,15.00,10.00,0.91,185.61,1447.50,141.57,339.23
30.00,30.00,6.00,3.00,35.00,15.00,20.00,1.16,0.00,0.00,0.00,0.00
30.00,30.00,6.00,3.00,35.00,20.00,0.10,0.80,185.61,2895.00,141.57,339.23
30.00,30.00,6.00,3.00,35.00,20.00,10.00,1.05,0.00,0.00,0.00,0.00
30.00,30.00,6.00,3.00,35.00,20.00,20.00,1.30,0.00,0.00,0.00,0.00
30.00,30.00,6.00,3.00,35.00,25.00,0.10,0.94,185.61,1447.50,141.57,339.23
30.00,30.00,6.00,3.00,35.00,25.00,10.00,1.19,0.00,0.00,0.00,0.00
30.00,30.00,6.00,3.00,35.00,25.00,20.00,1.45,0.00,0.00,0.00,0.00
30.00,30.00,6.00,6.00,25.00,15.00,0.10,0.51,456.94,8685.00,13857.12,78224.69
30.00,30.00,6.00,6.00,25.00,15.00,10.00,0.72,456.94,5790.00,13857.12,78224.69
30.00,30.00,6.00,6.00,25.00,15.00,20.00,0.93,185.61,2895.00,13857.12,78224.69
30.00,30.00,6.00,6.00,25.00,20.00,0.10,0.66,456.94,8685.00,13857.12,78224.69
30.00,30.00,6.00,6.00,25.00,20.00,10.00,0.87,185.61,4342.50,13857.12,78224.69
30.00,30.00,6.00,6.00,25.00,20.00,20.00,1.05,0.00,0.00,0.00,0.00
30.00,30.00,6.00,6.00,25.00,25.00,0.10,0.81,185.61,8685.00,13857.12,78224.69
30.00,30.00,6.00,6.00,25.00,25.00,10.00,0.97,185.61,2895.00,13857.12,78224.69
30.00,30.00,6.00,6.00,25.00,25.00,20.00,1.10,0.00,0.00,0.00,0.00
30.00,30.00,6.00,6.00,30.00,15.00,0.10,0.54,456.94,5790.00,12503.90,57968.55
30.00,30.00,6.00,6.00,30.00,15.00,10.00,0.74,185.61,4342.50,12503.90,57968.55
30.00,30.00,6.00,6.00,30.00,15.00,20.00,0.95,185.61,2895.00,12503.90,57968.55
30.00,30.00,6.00,6.00,30.00,20.00,0.10,0.69,456.94,4342.50,12503.90,57968.55
30.00,30.00,6.00,6.00,30.00,20.00,10.00,0.89,185.61,2895.00,12503.90,57968.55
30.00,30.00,6.00,6.00,30.00,20.00,20.00,1.10,0.00,0.00,0.00,0.00
30.00,30.00,6.00,6.00,30.00,25.00,0.10,0.84,185.61,4342.50,12503.90,57968.55
30.00,30.00,6.00,6.00,30.00,25.00,10.00,1.05,0.00,0.00,0.00,0.00
30.00,30.00,6.00,6.00,30.00,25.00,20.00,1.24,0.00,0.00,0.00,0.00
30.00,30.00,6.00,6.00,35.00,15.00,0.10,0.56,456.94,4342.50,2265.16,11337.38
30.00,30.00,6.00,6.00,35.00,15.00,10.00,0.76,185.61,4342.50,141.57,339.23
30.00,30.00,6.00,6.00,35.00,15.00,20.00,0.97,185.61,1447.50,141.57,339.23
30.00,30.00,6.00,6.00,35.00,20.00,0.10,0.71,185.61,4342.50,1903.36,9112.73
30.00,30.00,6.00,6.00,35.00,20.00,10.00,0.92,185.61,2895.00,141.57,339.23
30.00,30.00,6.00,6.00,35.00,20.00,20.00,1.12,0.00,0.00,0.00,0.00
30.00,30.00,6.00,6.00,35.00,25.00,0.10,0.87,185.61,2895.00,141.57,339.23
30.00,30.00,6.00,6.00,35.00,25.00,10.00,1.08,0.00,0.00,0.00,0.00
30.00,30.00,6.00,6.00,35.00,25.00,20.00,1.28,0.00,0.00,0.00,0.00
30.00,30.00,6.00,9.00,25.00,15.00,0.10,0.50,456.94,34740.00,13857.12,78224.69
30.00,30.00,6.00,9.00,25.00,15.00,10.00,0.66,456.94,5790.00,13857.12,78224.69
30.00,30.00,6.00,9.00,25.00,15.00,20.00,0.82,185.61,4342.50,13857.12,78224.69
30.00,30.00,6.00,9.00,25.00,20.00,0.10,0.65,456.94,8685.00,13857.12,78224.69
30.00,30.00,6.00,9.00,25.00,20.00,10.00,0.81,185.61,5790.00,13857.12,78224.69
30.00,30.00,6.00,9.00,25.00,20.00,20.00,0.97,185.61,1447.50,13857.12,78224.69
30.00,30.00,6.00,9.00,25.00,25.00,0.10,0.81,185.61,8685.00,13857.12,78224.69
30.00,30.00,6.00,9.00,25.00,25.00,10.00,0.97,185.61,2895.00,13857.12,78224.69
30.00,30.00,6.00,9.00,25.00,25.00,20.00,1.10,0.00,0.00,0.00,0.00
30.00,30.00,6.00,9.00,30.00,15.00,0.10,0.51,456.94,5790.00,12503.90,57968.55
30.00,30.00,6.00,9.00,30.00,15.00,10.00,0.68,456.94,5790.00,12503.90,57968.55
30.00,30.00,6.00,9.00,30.00,15.00,20.00,0.84,185.61,4342.50,12503.90,57968.55
30.00,30.00,6.00,9.00,30.00,20.00,0.10,0.67,456.94,5790.00,12503.90,57968.55
30.00,30.00,6.00,9.00,30.00,20.00,10.00,0.83,185.61,4342.50,12503.90,57968.55
30.00,30.00,6.00,9.00,30.00,20.00,20.00,0.99,185.61,1447.50,12503.90,57968.55
30.00,30.00,6.00,9.00,30.00,25.00,0.10,0.83,185.61,4342.50,12503.90,57968.55
30.00,30.00,6.00,9.00,30.00,25.00,10.00,0.99,185.61,1447.50,12503.90,57968.55
30.00,30.00,6.00,9.00,30.00,25.00,20.00,1.15,0.00,0.00,0.00,0.00
30.00,30.00,6.00,9.00,35.00,15.00,0.10,0.53,456.94,5790.00,4026.95,23376.70
30.00,30.00,6.00,9.00,35.00,15.00,10.00,0.69,456.94,5790.00,4026.95,23376.70
30.00,30.00,6.00,9.00,35.00,15.00,20.00,0.85,185.61,4342.50,141.57,339.23
30.00,30.00,6.00,9.00,35.00,20.00,0.10,0.68,456.94,5790.00,3083.14,16702.07
30.00,30.00,6.00,9.00,35.00,20.00,10.00,0.85,185.61,4342.50,141.57,339.23
30.00,30.00,6.00,9.00,35.00,20.00,20.00,1.01,0.00,0.00,0.00,0.00
30.00,30.00,6.00,9.00,35.00,25.00,0.10,0.85,185.61,4342.50,141.57,339.23
30.00,30.00,6.00,9.00,35.00,25.00,10.00,1.01,0.00,0.00,0.00,0.00
30.00,30.00,6.00,9.00,35.00,25.00,20.00,1.17,0.00,0.00,0.00,0.00
30.00,30.00,6.00,12.00,25.00,15.00,0.10,0.50,900.00,n/a,13857.12,78224.69
30.00,30.00,6.00,12.00,25.00,15.00,10.00,0.64,456.94,7237.50,13857.12,78224.69
30.00,30.00,6.00,12.00,25.00,15.00,20.00,0.78,456.94,7237.50,13857.12,78224.69
30.00,30.00,6.00,12.00,25.00,20.00,0.10,0.65,456.94,34740.00,13857.12,78224.69
30.00,30.00,6.00,12.00,25.00,20.00,10.00,0.80,185.61,5790.00,13857.12,78224.69
30.00,30.00,6.00,12.00,25.00,20.00,20.00,0.94,185.61,4342.50,13857.12,78224.69
30.00,30.00,6.00,12.00,25.00,25.00,0.10,0.81,185.61,7237.50,13857.12,78224.69
30.00,30.00,6.00,12.00,25.00,25.00,10.00,0.97,185.61,2895.00,13857.12,78224.69
30.00,30.00,6.00,12.00,25.00,25.00,20.00,1.11,0.00,0.00,0.00,0.00
30.00,30.00,6.00,12.00,30.00,15.00,0.10,0.51,456.94,8685.00,12503.90,57968.55
30.00,30.00,6.00,12.00,30.00,15.00,10.00,0.65,456.94,7237.50,12503.90,57968.55
30.00,30.00,6.00,12.00,30.00,15.00,20.00,0.79,185.61,5790.00,12503.90,57968.55
30.00,30.00,6.00,12.00,30.00,20.00,0.10,0.67,456.94,7237.50,12503.90,57968.55
30.00,30.00,6.00,12.00,30.00,20.00,10.00,0.81,185.61,5790.00,12503.90,57968.55
30.00,30.00,6.00,12.00,30.00,20.00,20.00,0.95,185.61,2895.00,12503.90,57968.55
30.00,30.00,6.00,12.00,30.00,25.00,0.10,0.83,185.61,5790.00,12503.90,57968.55
30.00,30.00,6.00,12.00,30.00,25.00,10.00,0.98,185.61,1447.50,12503.90,57968.55
30.00,30.00,6.00,12.00,30.00,25.00,20.00,1.12,0.00,0.00,0.00,0.00
30.00,30.00,6.00,12.00,35.00,15.00,0.10,0.52,456.94,7237.50,6937.06,46373.44
30.00,30.00,6.00,12.00,35.00,15.00,10.00,0.67,456.94,7237.50,5591.76,31445.40
30.00,30.00,6.00,12.00,35.00,15.00,20.00,0.81,185.61,5790.00,141.57,339.23
30.00,30.00,6.00,12.00,35.00,20.00,0.10,0.68,456.94,7237.50,5096.61,31445.40
30.00,30.00,6.00,12.00,35.00,20.00,10.00,0.83,185.61,5790.00,141.57,339.23
30.00,30.00,6.00,12.00,35.00,20.00,20.00,0.97,185.61,2895.00,141.57,339.23
30.00,30.00,6.00,12.00,35.00,25.00,0.10,0.85,185.61,5790.00,141.57,339.23
30.00,30.00,6.00,12.00,35.00,25.00,10.00,1.00,185.61,1447.50,141.57,339.23
30.00,30.00,6.00,12.00,35.00,25.00,20.00,1.14,0.00,0.00,0.00,0.00
30.00,30.00,9.00,3.00,25.00,15.00,0.10,0.65,456.94,5790.00,13857.12,78224.69
30.00,30.00,9.00,3.00,25.00,15.00,10.00,0.87,185.61,4342.50,13857.12,78224.69
30.00,30.00,9.00,3.00,25.00,15.00,20.00,1.08,0.00,0.00,0.00,0.00
30.00,30.00,9.00,3.00,25.00,20.00,0.10,0.80,185.61,5790.00,13857.12,78224.69
30.00,30.00,9.00,3.00,25.00,20.00,10.00,1.01,0.00,0.00,0.00,0.00
30.00,30.00,9.00,3.00,25.00,20.00,20.00,1.19,0.00,0.00,0.00,0.00
30.00,30.00,9.00,3.00,25.00,25.00,0.10,0.83,185.61,4342.50,13857.12,78224.69
30.00,30.00,9.00,3.00,25.00,25.00,10.00,1.08,0.00,0.00,0.00,0.00
30.00,30.00,9.00,3.00,25.00,25.00,20.00,1.22,0.00,0.00,0.00,0.00
30.00,30.00,9.00,3.00,30.00,15.00,0.10,0.71,185.61,4342.50,12503.90,57968.55
30.00,30.00,9.00,3.00,30.00,15.00,10.00,0.92,185.61,2895.00,12503.90,57968.55
30.00,30.00,9.00,3.00,30.00,15.00,20.00,1.13,0.00,0.00,0.00,0.00
30.00,30.00,9.00,3.00,30.00,20.00,0.10,0.86,185.61,2895.00,12503.90,57968.55
30.00,30.00,9.00,3.00,30.00,20.00,10.00,1.07,0.00,0.00,0.00,0.00
30.00,30.00,9.00,3.00,30.00,20.00,20.00,1.28,0.00,0.00,0.00,0.00
30.00,30.00,9.00,3.00,30.00,25.00,0.10,1.01,0.00,0.00,0.00,0.00
30.00,30.00,9.00,3.00,30.00,25.00,10.00,1.22,0.00,0.00,0.00,0.00
30.00,30.00,9.00,3.00,30.00,25.00,20.00,1.41,0.00,0.00,0.00,0.00
30.00,30.00,9.00,3.00,35.00,15.00,0.10,0.78,185.61,4342.50,141.57,339.23
30.00,30.00,9.00,3.00,35.00,15.00,10.00,0.99,185.61,1447.50,141.57,339.23
30.00,30.00,9.00,3.00,35.00,15.00,20.00,1.20,0.00,0.00,0.00,0.00
30.00,30.00,9.00,3.00,35.00,20.00,0.10,0.92,185.61,2895.00,141.57,339.23
30.00,30.00,9.00,3.00,35.00,20.00,10.00,1.13,0.00,0.00,0.00,0.00
30.00,30.00,9.00,3.00,35.00,20.00,20.00,1.35,0.00,0.00,0.00,0.00
