h,a,s1,s2,f1,f2,c,ogfos,ec1,ec2,ec3,ec4
10.00,40.00,3.00,9.00,35.00,25.00,10.00,1.14,0.00,0.00,0.00,0.00
10.00,40.00,3.00,9.00,35.00,25.00,20.00,1.43,0.00,0.00,0.00,0.00
10.00,40.00,3.00,12.00,25.00,15.00,0.10,0.46,77.79,6005.09,2497.23,4960.92
10.00,40.00,3.00,12.00,25.00,15.00,10.00,0.79,27.01,1501.27,2497.23,4960.92
10.00,40.00,3.00,12.00,25.00,15.00,20.00,1.04,0.00,0.00,0.00,0.00
10.00,40.00,3.00,12.00,25.00,20.00,0.10,0.59,47.64,1876.59,1869.86,4960.92
10.00,40.00,3.00,12.00,25.00,20.00,10.00,0.95,11.82,750.64,1869.86,4960.92
10.00,40.00,3.00,12.00,25.00,20.00,20.00,1.22,0.00,0.00,0.00,0.00
10.00,40.00,3.00,12.00,25.00,25.00,0.10,0.63,47.64,1125.96,1485.65,4960.92
10.00,40.00,3.00,12.00,25.00,25.00,10.00,1.10,0.00,0.00,0.00,0.00
10.00,40.00,3.00,12.00,25.00,25.00,20.00,1.40,0.00,0.00,0.00,0.00
10.00,40.00,3.00,12.00,30.00,15.00,0.10,0.49,77.79,6005.09,2072.28,3754.17
10.00,40.00,3.00,12.00,30.00,15.00,10.00,0.81,27.01,1501.27,2072.28,3754.17
10.00,40.00,3.00,12.00,30.00,15.00,20.00,1.05,0.00,0.00,0.00,0.00
10.00,40.00,3.00,12.00,30.00,20.00,0.10,0.61,47.64,1501.27,1557.02,3754.17
10.00,40.00,3.00,12.00,30.00,20.00,10.00,0.96,11.82,750.64,1557.02,3754.17
10.00,40.00,3.00,12.00,30.00,20.00,20.00,1.23,0.00,0.00,0.00,0.00
10.00,40.00,3.00,12.00,30.00,25.00,0.10,0.74,27.01,1125.96,1335.29,3754.17
10.00,40.00,3.00,12.00,30.00,25.00,10.00,1.13,0.00,0.00,0.00,0.00
10.00,40.00,3.00,12.00,30.00,25.00,20.00,1.42,0.00,0.00,0.00,0.00
10.00,40.00,3.00,12.00,35.00,15.00,0.10,0.52,77.79,2251.91,1706.99,2970.89
10.00,40.00,3.00,12.00,35.00,15.00,10.00,0.82,27.01,1501.27,1706.99,2970.89
10.00,40.00,3.00,12.00,35.00,15.00,20.00,1.06,0.00,0.00,0.00,0.00
10.00,40.00,3.00,12.00,35.00,20.00,0.10,0.65,47.64,1501.27,1288.10,2970.89
10.00,40.00,3.00,12.00,35.00,20.00,10.00,0.98,11.82,750.64,1288.10,2970.89
10.00,40.00,3.00,12.00,35.00,20.00,20.00,1.25,0.00,0.00,0.00,0.00
10.00,40.00,3.00,12.00,35.00,25.00,0.10,0.78,27.01,1125.96,1215.69,2970.89
10.00,40.00,3.00,12.00,35.00,25.00,10.00,1.15,0.00,0.00,0.00,0.00
10.00,40.00,3.00,12.00,35.00,25.00,20.00,1.43,0.00,0.00,0.00,0.00
10.00,40.00,6.00,3.00,25.00,15.00,0.10,0.63,47.64,1501.27,1485.65,4960.92
10.00,40.00,6.00,3.00,25.00,15.00,10.00,1.05,0.00,0.00,0.00,0.00
10.00,40.00,6.00,3.00,25.00,15.00,20.00,1.39,0.00,0.00,0.00,0.00
10.00,40.00,6.00,3.00,25.00,20.00,0.10,0.63,47.64,750.64,1485.65,4960.92
10.00,40.00,6.00,3.00,25.00,20.00,10.00,1.18,0.00,0.00,0.00,0.00
10.00,40.00,6.00,3.00,25.00,20.00,20.00,1.52,0.00,0.00,0.00,0.00
10.00,40.00,6.00,3.00,25.00,25.00,0.10,0.63,47.64,750.64,1485.65,4960.92
10.00,40.00,6.00,3.00,25.00,25.00,10.00,1.23,0.00,0.00,0.00,0.00
10.00,40.00,6.00,3.00,25.00,25.00,20.00,1.62,0.00,0.00,0.00,0.00
10.00,40.00,6.00,3.00,30.00,15.00,0.10,0.76,27.01,1125.96,1335.29,3754.17
10.00,40.00,6.00,3.00,30.00,15.00,10.00,1.13,0.00,0.00,0.00,0.00
10.00,40.00,6.00,3.00,30.00,15.00,20.00,1.47,0.00,0.00,0.00,0.00
10.00,40.00,6.00,3.00,30.00,20.00,0.10,0.76,27.01,750.64,1335.29,3754.17
10.00,40.00,6.00,3.00,30.00,20.00,10.00,1.26,0.00,0.00,0.00,0.00
10.00,40.00,6.00,3.00,30.00,20.00,20.00,1.60,0.00,0.00,0.00,0.00
10.00,40.00,6.00,3.00,30.00,25.00,0.10,0.76,27.01,375.32,1335.29,3754.17
10.00,40.00,6.00,3.00,30.00,25.00,10.00,1.41,0.00,0.00,0.00,0.00
10.00,40.00,6.00,3.00,30.00,25.00,20.00,1.75,0.00,0.00,0.00,0.00
10.00,40.00,6.00,3.00,35.00,15.00,0.10,0.88,11.82,750.64,1215.69,2970.89
10.00,40.00,6.00,3.00,35.00,15.00,10.00,1.21,0.00,0.00,0.00,0.00
10.00,40.00,6.00,3.00,35.00,15.00,20.00,1.55,0.00,0.00,0.00,0.00
10.00,40.00,6.00,3.00,35.00,20.00,0.10,0.91,11.82,375.32,1215.69,2970.89
10.00,40.00,6.00,3.00,35.00,20.00,10.00,1.35,0.00,0.00,0.00,0.00
10.00,40.00,6.00,3.00,35.00,20.00,20.00,1.69,0.00,0.00,0.00,0.00
10.00,40.00,6.00,3.00,35.00,25.00,0.10,0.91,11.82,375.32,1215.69,2970.89
10.00,40.00,6.00,3.00,35.00,25.00,10.00,1.50,0.00,0.00,0.00,0.00
10.00,40.00,6.00,3.00,35.00,25.00,20.00,1.84,0.00,0.00,0.00,0.00
10.00,40.00,6.00,6.00,25.00,15.00,0.10,0.63,47.64,1501.27,2497.23,4960.92
10.00,40.00,6.00,6.00,25.00,15.00,10.00,1.01,0.00,0.00,0.00,0.00
10.00,40.00,6.00,6.00,25.00,15.00,20.00,1.31,0.00,0.00,0.00,0.00
10.00,40.00,6.00,6.00,25.00,20.00,0.10,0.63,47.64,1125.96,1869.86,4960.92
10.00,40.00,6.00,6.00,25.00,20.00,10.00,1.18,0.00,0.00,0.00,0.00
10.00,40.00,6.00,6.00,25.00,20.00,20.00,1.49,0.00,0.00,0.00,0.00
10.00,40.00,6.00,6.00,25.00,25.00,0.10,0.63,47.64,750.64,1485.65,4960.92
10.00,40.00,6.00,6.00,25.00,25.00,10.00,1.23,0.00,0.00,0.00,0.00
10.00,40.00,6.00,6.00,25.00,25.00,20.00,1.62,0.00,0.00,0.00,0.00
10.00,40.00,6.00,6.00,30.00,15.00,0.10,0.75,27.01,1125.96,2072.28,3754.17
10.00,40.00,6.00,6.00,30.00,15.00,10.00,1.07,0.00,0.00,0.00,0.00
10.00,40.00,6.00,6.00,30.00,15.00,20.00,1.37,0.00,0.00,0.00,0.00
10.00,40.00,6.00,6.00,30.00,20.00,0.10,0.76,27.01,750.64,1557.02,3754.17
10.00,40.00,6.00,6.00,30.00,20.00,10.00,1.24,0.00,0.00,0.00,0.00
10.00,40.00,6.00,6.00,30.00,20.00,20.00,1.54,0.00,0.00,0.00,0.00
10.00,40.00,6.00,6.00,30.00,25.00,0.10,0.76,27.01,375.32,1335.29,3754.17
10.00,40.00,6.00,6.00,30.00,25.00,10.00,1.41,0.00,0.00,0.00,0.00
10.00,40.00,6.00,6.00,30.00,25.00,20.00,1.72,0.00,0.00,0.00,0.00
10.00,40.00,6.00,6.00,35.00,15.00,0.10,0.82,27.01,1125.96,1706.99,2970.89
10.00,40.00,6.00,6.00,35.00,15.00,10.00,1.13,0.00,0.00,0.00,0.00
10.00,40.00,6.00,6.00,35.00,15.00,20.00,1.43,0.00,0.00,0.00,0.00
10.00,40.00,6.00,6.00,35.00,20.00,0.10,0.91,11.82,750.64,1288.10,2970.89
10.00,40.00,6.00,6.00,35.00,20.00,10.00,1.30,0.00,0.00,0.00,0.00
10.00,40.00,6.00,6.00,35.00,20.00,20.00,1.60,0.00,0.00,0.00,0.00
10.00,40.00,6.00,6.00,35.00,25.00,0.10,0.91,11.82,375.32,1215.69,2970.89
10.00,40.00,6.00,6.00,35.00,25.00,10.00,1.49,0.00,0.00,0.00,0.00
10.00,40.00,6.00,6.00,35.00,25.00,20.00,1.78,0.00,0.00,0.00,0.00
10.00,40.00,6.00,9.00,25.00,15.00,0.10,0.63,47.64,1876.59,2497.23,4960.92
10.00,40.00,6.00,9.00,25.00,15.00,10.00,0.99,11.82,750.64,2497.23,4960.92
10.00,40.00,6.00,9.00,25.00,15.00,20.00,1.27,0.00,0.00,0.00,0.00
10.00,40.00,6.00,9.00,25.00,20.00,0.10,0.63,47.64,1125.96,1869.86,4960.92
10.00,40.00,6.00,9.00,25.00,20.00,10.00,1.16,0.00,0.00,0.00,0.00
10.00,40.00,6.00,9.00,25.00,20.00,20.00,1.46,0.00,0.00,0.00,0.00
10.00,40.00,6.00,9.00,25.00,25.00,0.10,0.63,47.64,750.64,1485.65,4960.92
10.00,40.00,6.00,9.00,25.00,25.00,10.00,1.23,0.00,0.00,0.00,0.00
10.00,40.00,6.00,9.00,25.00,25.00,20.00,1.63,0.00,0.00,0.00,0.00
10.00,40.00,6.00,9.00,30.00,15.00,0.10,0.71,47.64,1501.27,2072.28,3754.17
10.00,40.00,6.00,9.00,30.00,15.00,10.00,1.03,0.00,0.00,0.00,0.00
10.00,40.00,6.00,9.00,30.00,15.00,20.00,1.31,0.00,0.00,0.00,0.00
10.00,40.00,6.00,9.00,30.00,20.00,0.10,0.76,27.01,1125.96,1557.02,3754.17
10.00,40.00,6.00,9.00,30.00,20.00,10.00,1.21,0.00,0.00,0.00,0.00
10.00,40.00,6.00,9.00,30.00,20.00,20.00,1.51,0.00,0.00,0.00,0.00
10.00,40.00,6.00,9.00,30.00,25.00,0.10,0.76,27.01,375.32,1335.29,3754.17
10.00,40.00,6.00,9.00,30.00,25.00,10.00,1.39,0.00,0.00,0.00,0.00
10.00,40.00,6.00,9.00,30.00,25.00,20.00,1.71,0.00,0.00,0.00,0.00
10.00,40.00,6.00,9.00,35.00,15.00,0.10,0.76,27.01,1501.27,1706.99,2970.89
10.00,40.00,6.00,9.00,35.00,15.00,10.00,1.08,0.00,0.00,0.00,0.00
10.00,40.00,6.00,9.00,35.00,15.00,20.00,1.36,0.00,0.00,0.00,0.00
10.00,40.00,6.00,9.00,35.00,20.00,0.10,0.91,11.82,750.64,1288.10,2970.89
10.00,40.00,6.00,9.00,35.00,20.00,10.00,1.26,0.00,0.00,0.00,0.00
10.00,40.00,6.00,9.00,35.00,20.00,20.00,1.55,0.00,0.00,0.00,0.00
10.00,40.00,6.00,9.00,35.00,25.00,0.10,0.91,11.82,375.32,1215.69,2970.89
10.00,40.00,6.00,9.00,35.00,25.00,10.00,1.44,0.00,0.00,0.00,0.00
10.00,40.00,6.00,9.00,35.00,25.00,20.00,1.76,0.00,0.00,0.00,0.00
10.00,40.00,6.00,12.00,25.00,15.00,0.10,0.63,77.79,2251.91,2497.23,4960.92
10.00,40.00,6.00,12.00,25.00,15.00,10.00,0.96,11.82,750.64,2497.23,4960.92
10.00,40.00,6.00,12.00,25.00,15.00,20.00,1.24,0.00,0.00,0.00,0.00
10.00,40.00,6.00,12.00,25.00,20.00,0.10,0.63,47.64,1501.27,1869.86,4960.92
10.00,40.00,6.00,12.00,25.00,20.00,10.00,1.15,0.00,0.00,0.00,0.00
10.00,40.00,6.00,12.00,25.00,20.00,20.00,1.45,0.00,0.00,0.00,0.00
10.00,40.00,6.00,12.00,25.00,25.00,0.10,0.63,47.64,750.64,1485.65,4960.92
10.00,40.00,6.00,12.00,25.00,25.00,10.00,1.23,0.00,0.00,0.00,0.00
10.00,40.00,6.00,12.00,25.00,25.00,20.00,1.62,0.00,0.00,0.00,0.00
10.00,40.00,6.00,12.00,30.00,15.00,0.10,0.70,47.64,1876.59,2072.28,3754.17
10.00,40.00,6.00,12.00,30.00,15.00,10.00,1.00,0.00,0.00,0.00,0.00
10.00,40.00,6.00,12.00,30.00,15.00,20.00,1.28,0.00,0.00,0.00,0.00
10.00,40.00,6.00,12.00,30.00,20.00,0.10,0.76,27.01,1125.96,1557.02,3754.17
10.00,40.00,6.00,12.00,30.00,20.00,10.00,1.18,0.00,0.00,0.00,0.00
10.00,40.00,6.00,12.00,30.00,20.00,20.00,1.48,0.00,0.00,0.00,0.00
10.00,40.00,6.00,12.00,30.00,25.00,0.10,0.76,27.01,375.32,1335.29,3754.17
10.00,40.00,6.00,12.00,30.00,25.00,10.00,1.38,0.00,0.00,0.00,0.00
10.00,40.00,6.00,12.00,30.00,25.00,20.00,1.68,0.00,0.00,0.00,0.00
10.00,40.00,6.00,12.00,35.00,15.00,0.10,0.74,27.01,1876.59,1706.99,2970.89
10.00,40.00,6.00,12.00,35.00,15.00,10.00,1.04,0.00,0.00,0.00,0.00
10.00,40.00,6.00,12.00,35.00,15.00,20.00,1.32,0.00,0.00,0.00,0.00
10.00,40.00,6.00,12.00,35.00,20.00,0.10,0.91,11.82,1125.96,1288.10,2970.89
10.00,40.00,6.00,12.00,35.00,20.00,10.00,1.23,0.00,0.00,0.00,0.00
10.00,40.00,6.00,12.00,35.00,20.00,20.00,1.52,0.00,0.00,0.00,0.00
10.00,40.00,6.00,12.00,35.00,25.00,0.10,0.91,11.82,375.32,1215.69,2970.89
10.00,40.00,6.00,12.00,35.00,25.00,10.00,1.42,0.00,0.00,0.00,0.00
10.00,40.00,6.00,12.00,35.00,25.00,20.00,1.72,0.00,0.00,0.00,0.00
10.00,40.00,9.00,3.00,25.00,15.00,0.10,0.63,47.64,750.64,2497.23,4960.92
10.00,40.00,9.00,3.00,25.00,15.00,10.00,1.23,0.00,0.00,0.00,0.00
10.00,40.00,9.00,3.00,25.00,15.00,20.00,1.64,0.00,0.00,0.00,0.00
10.00,40.00,9.00,3.00,25.00,20.00,0.10,0.63,47.64,750.64,1869.86,4960.92
10.00,40.00,9.00,3.00,25.00,20.00,10.00,1.23,0.00,0.00,0.00,0.00
10.00,40.00,9.00,3.00,25.00,20.00,20.00,1.64,0.00,0.00,0.00,0.00
10.00,40.00,9.00,3.00,25.00,25.00,0.10,0.63,47.64,750.64,1485.65,4960.92
10.00,40.00,9.00,3.00,25.00,25.00,10.00,1.23,0.00,0.00,0.00,0.00
10.00,40.00,9.00,3.00,25.00,25.00,20.00,1.64,0.00,0.00,0.00,0.00
10.00,40.00,9.00,3.00,30.00,15.00,0.10,0.76,27.01,375.32,2072.28,3754.17
10.00,40.00,9.00,3.00,30.00,15.00,10.00,1.43,0.00,0.00,0.00,0.00
10.00,40.00,9.00,3.00,30.00,15.00,20.00,1.80,0.00,0.00,0.00,0.00
10.00,40.00,9.00,3.00,30.00,20.00,0.10,0.76,27.01,375.32,1557.02,3754.17
10.00,40.00,9.00,3.00,30.00,20.00,10.00,1.43,0.00,0.00,0.00,0.00
10.00,40.00,9.00,3.00,30.00,20.00,20.00,1.84,0.00,0.00,0.00,0.00
10.00,40.00,9.00,3.00,30.00,25.00,0.10,0.76,27.01,375.32,1335.29,3754.17
10.00,40.00,9.00,3.00,30.00,25.00,10.00,1.43,0.00,0.00,0.00,0.00
10.00,40.00,9.00,3.00,30.00,25.00,20.00,1.84,0.00,0.00,0.00,0.00
10.00,40.00,9.00,3.00,35.00,15.00,0.10,0.91,11.82,375.32,1706.99,2970.89
10.00,40.00,9.00,3.00,35.00,15.00,10.00,1.62,0.00,0.00,0.00,0.00
10.00,40.00,9.00,3.00,35.00,15.00,20.00,1.96,0.00,0.00,0.00,0.00
10.00,40.00,9.00,3.00,35.00,20.00,0.10,0.91,11.82,375.32,1288.10,2970.89
10.00,40.00,9.00,3.00,35.00,20.00,10.00,1.64,0.00,0.00,0.00,0.00
10.00,40.00,9.00,3.00,35.00,20.00,20.00,2.05,0.00,0.00,0.00,0.00
10.00,40.00,9.00,3.00,35.00,25.00,0.10,0.91,11.82,375.32,1215.69,2970.89
10.00,40.00,9.00,3.00,35.00,25.00,10.00,1.64,0.00,0.00,0.00,0.00
10.00,40.00,9.00,3.00,35.00,25.00,20.00,2.05,0.00,0.00,0.00,0.00
10.00,40.00,9.00,6.00,25.00,15.00,0.10,0.63,47.64,1125.96,2497.23,4960.92
10.00,40.00,9.00,6.00,25.00,15.00,10.00,1.23,0.00,0.00,0.00,0.00
10.00,40.00,9.00,6.00,25.00,15.00,20.00,1.60,0.00,0.00,0.00,0.00
10.00,40.00,9.00,6.00,25.00,20.00,0.10,0.63,47.64,750.64,1869.86,4960.92
10.00,40.00,9.00,6.00,25.00,20.00,10.00,1.23,0.00,0.00,0.00,0.00
10.00,40.00,9.00,6.00,25.00,20.00,20.00,1.64,0.00,0.00,0.00,0.00
10.00,40.00,9.00,6.00,25.00,25.00,0.10,0.63,47.64,750.64,1485.65,4960.92
10.00,40.00,9.00,6.00,25.00,25.00,10.00,1.23,0.00,0.00,0.00,0.00
10.00,40.00,9.00,6.00,25.00,25.00,20.00,1.64,0.00,0.00,0.00,0.00
10.00,40.00,9.00,6.00,30.00,15.00,0.10,0.76,27.01,375.32,2072.28,3754.17
10.00,40.00,9.00,6.00,30.00,15.00,10.00,1.40,0.00,0.00,0.00,0.00
10.00,40.00,9.00,6.00,30.00,15.00,20.00,1.72,0.00,0.00,0.00,0.00
10.00,40.00,9.00,6.00,30.00,20.00,0.10,0.76,27.01,375.32,1557.02,3754.17
10.00,40.00,9.00,6.00,30.00,20.00,10.00,1.43,0.00,0.00,0.00,0.00
10.00,40.00,9.00,6.00,30.00,20.00,20.00,1.84,0.00,0.00,0.00,0.00
10.00,40.00,9.00,6.00,30.00,25.00,0.10,0.76,27.01,375.32,1335.29,3754.17
10.00,40.00,9.00,6.00,30.00,25.00,10.00,1.43,0.00,0.00,0.00,0.00
10.00,40.00,9.00,6.00,30.00,25.00,20.00,1.84,0.00,0.00,0.00,0.00
10.00,40.00,9.00,6.00,35.00,15.00,0.10,0.91,11.82,375.32,1706.99,2970.89
10.00,40.00,9.00,6.00,35.00,15.00,10.00,1.52,0.00,0.00,0.00,0.00
10.00,40.00,9.00,6.00,35.00,15.00,20.00,1.83,0.00,0.00,0.00,0.00
10.00,40.00,9.00,6.00,35.00,20.00,0.10,0.91,11.82,375.32,1288.10,2970.89
10.00,40.00,9.00,6.00,35.00,20.00,10.00,1.64,0.00,0.00,0.00,0.00
10.00,40.00,9.00,6.00,35.00,20.00,20.00,2.02,0.00,0.00,0.00,0.00
10.00,40.00,9.00,6.00,35.00,25.00,0.10,0.91,11.82,375.32,1215.69,2970.89
10.00,40.00,9.00,6.00,35.00,25.00,10.00,1.64,0.00,0.00,0.00,0.00
10.00,40.00,9.00,6.00,35.00,25.00,20.00,2.05,0.00,0.00,0.00,0.00
10.00,40.00,9.00,9.00,25.00,15.00,0.10,0.63,47.64,1125.96,2497.23,4960.92
10.00,40.00,9.00,9.00,25.00,15.00,10.00,1.23,0.00,0.00,0.00,0.00
10.00,40.00,9.00,9.00,25.00,15.00,20.00,1.55,0.00,0.00,0.00,0.00
10.00,40.00,9.00,9.00,25.00,20.00,0.10,0.63,47.64,750.64,1869.86,4960.92
10.00,40.00,9.00,9.00,25.00,20.00,10.00,1.23,0.00,0.00,0.00,0.00
10.00,40.00,9.00,9.00,25.00,20.00,20.00,1.64,0.00,0.00,0.00,0.00
10.00,40.00,9.00,9.00,25.00,25.00,0.10,0.63,47.64,750.64,1485.65,4960.92
10.00,40.00,9.00,9.00,25.00,25.00,10.00,1.23,0.00,0.00,0.00,0.00
10.00,40.00,9.00,9.00,25.00,25.00,20.00,1.64,0.00,0.00,0.00,0.00
10.00,40.00,9.00,9.00,30.00,15.00,0.10,0.76,27.01,375.32,2072.28,3754.17
10.00,40.00,9.00,9.00,30.00,15.00,10.00,1.35,0.00,0.00,0.00,0.00
10.00,40.00,9.00,9.00,30.00,15.00,20.00,1.64,0.00,0.00,0.00,0.00
10.00,40.00,9.00,9.00,30.00,20.00,0.10,0.76,27.01,375.32,1557.02,3754.17
10.00,40.00,9.00,9.00,30.00,20.00,10.00,1.43,0.00,0.00,0.00,0.00
10.00,40.00,9.00,9.00,30.00,20.00,20.00,1.84,0.00,0.00,0.00,0.00
10.00,40.00,9.00,9.00,30.00,25.00,0.10,0.76,27.01,375.32,1335.29,3754.17
10.00,40.00,9.00,9.00,30.00,25.00,10.00,1.43,0.00,0.00,0.00,0.00
10.00,40.00,9.00,9.00,30.00,25.00,20.00,1.84,0.00,0.00,0.00,0.00
10.00,40.00,9.00,9.00,35.00,15.00,0.10,0.91,11.82,375.32,1706.99,2970.89
10.00,40.00,9.00,9.00,35.00,15.00,10.00,1.45,0.00,0.00,0.00,0.00
10.00,40.00,9.00,9.00,35.00,15.00,20.00,1.73,0.00,0.00,0.00,0.00
10.00,40.00,9.00,9.00,35.00,20.00,0.10,0.91,11.82,375.32,1288.10,2970.89
10.00,40.00,9.00,9.00,35.00,20.00,10.00,1.63,0.00,0.00,0.00,0.00
10.00,40.00,9.00,9.00,35.00,20.00,20.00,1.96,0.00,0.00,0.00,0.00
10.00,40.00,9.00,9.00,35.00,25.00,0.10,0.91,11.82,375.32,1215.69,2970.89
10.00,40.00,9.00,9.00,35.00,25.00,10.00,1.64,0.00,0.00,0.00,0.00
10.00,40.00,9.00,9.00,35.00,25.00,20.00,2.05,0.00,0.00,0.00,0.00
10.00,40.00,9.00,12.00,25.00,15.00,0.10,0.63,47.64,1501.27,2497.23,4960.92
10.00,40.00,9.00,12.00,25.00,15.00,10.00,1.20,0.00,0.00,0.00,0.00
10.00,40.00,9.00,12.00,25.00,15.00,20.00,1.50,0.00,0.00,0.00,0.00
10.00,40.00,9.00,12.00,25.00,20.00,0.10,0.63,47.64,750.64,1869.86,4960.92
10.00,40.00,9.00,12.00,25.00,20.00,10.00,1.23,0.00,0.00,0.00,0.00
10.00,40.00,9.00,12.00,25.00,20.00,20.00,1.64,0.00,0.00,0.00,0.00
10.00,40.00,9.00,12.00,25.00,25.00,0.10,0.63,47.64,750.64,1485.65,4960.92
10.00,40.00,9.00,12.00,25.00,25.00,10.00,1.23,0.00,0.00,0.00,0.00
10.00,40.00,9.00,12.00,25.00,25.00,20.00,1.64,0.00,0.00,0.00,0.00
10.00,40.00,9.00,12.00,30.00,15.00,0.10,0.76,27.01,750.64,2072.28,3754.17
10.00,40.00,9.00,12.00,30.00,15.00,10.00,1.28,0.00,0.00,0.00,0.00
10.00,40.00,9.00,12.00,30.00,15.00,20.00,1.57,0.00,0.00,0.00,0.00
10.00,40.00,9.00,12.00,30.00,20.00,0.10,0.76,27.01,375.32,1557.02,3754.17
10.00,40.00,9.00,12.00,30.00,20.00,10.00,1.43,0.00,0.00,0.00,0.00
10.00,40.00,9.00,12.00,30.00,20.00,20.00,1.80,0.00,0.00,0.00,0.00
10.00,40.00,9.00,12.00,30.00,25.00,0.10,0.76,27.01,375.32,1335.29,3754.17
10.00,40.00,9.00,12.00,30.00,25.00,10.00,1.43,0.00,0.00,0.00,0.00
10.00,40.00,9.00,12.00,30.00,25.00,20.00,1.84,0.00,0.00,0.00,0.00
10.00,40.00,9.00,12.00,35.00,15.00,0.10,0.91,11.82,375.32,1706.99,2970.89
10.00,40.00,9.00,12.00,35.00,15.00,10.00,1.37,0.00,0.00,0.00,0.00
10.00,40.00,9.00,12.00,35.00,15.00,20.00,1.65,0.00,0.00,0.00,0.00
10.00,40.00,9.00,12.00,35.00,20.00,0.10,0.91,11.82,375.32,1288.10,2970.89
10.00,40.00,9.00,12.00,35.00,20.00,10.00,1.56,0.00,0.00,0.00,0.00
10.00,40.00,9.00,12.00,35.00,20.00,20.00,1.89,0.00,0.00,0.00,0.00
10.00,40.00,9.00,12.00,35.00,25.00,0.10,0.91,11.82,375.32,1215.69,2970.89
10.00,40.00,9.00,12.00,35.00,25.00,10.00,1.64,0.00,0.00,0.00,0.00
10.00,40.00,9.00,12.00,35.00,25.00,20.00,2.05,0.00,0.00,0.00,0.00
10.00,40.00,12.00,3.00,25.00,15.00,0.10,0.63,47.64,750.64,1485.65,4960.92
10.00,40.00,12.00,3.00,25.00,15.00,10.00,1.28,0.00,0.00,0.00,0.00
10.00,40.00,12.00,3.00,25.00,15.00,20.00,1.66,0.00,0.00,0.00,0.00
10.00,40.00,12.00,3.00,25.00,20.00,0.10,0.63,47.64,750.64,1485.65,4960.92
10.00,40.00,12.00,3.00,25.00,20.00,10.00,1.28,0.00,0.00,0.00,0.00
10.00,40.00,12.00,3.00,25.00,20.00,20.00,1.66,0.00,0.00,0.00,0.00
10.00,40.00,12.00,3.00,25.00,25.00,0.10,0.63,47.64,750.64,1485.65,4960.92
10.00,40.00,12.00,3.00,25.00,25.00,10.00,1.28,0.00,0.00,0.00,0.00
10.00,40.00,12.00,3.00,25.00,25.00,20.00,1.66,0.00,0.00,0.00,0.00
10.00,40.00,12.00,3.00,30.00,15.00,0.10,0.76,27.01,375.32,1335.29,3754.17
10.00,40.00,12.00,3.00,30.00,15.00,10.00,1.49,0.00,0.00,0.00,0.00
10.00,40.00,12.00,3.00,30.00,15.00,20.00,1.87,0.00,0.00,0.00,0.00
10.00,40.00,12.00,3.00,30.00,20.00,0.10,0.76,27.01,375.32,1335.29,3754.17
10.00,40.00,12.00,3.00,30.00,20.00,10.00,1.49,0.00,0.00,0.00,0.00
10.00,40.00,12.00,3.00,30.00,20.00,20.00,1.87,0.00,0.00,0.00,0.00
10.00,40.00,12.00,3.00,30.00,25.00,0.10,0.76,27.01,375.32,1335.29,3754.17
10.00,40.00,12.00,3.00,30.00,25.00,10.00,1.49,0.00,0.00,0.00,0.00
10.00,40.00,12.00,3.00,30.00,25.00,20.00,1.87,0.00,0.00,0.00,0.00
10.00,40.00,12.00,3.00,35.00,15.00,0.10,0.91,11.82,375.32,1215.69,2970.89
10.00,40.00,12.00,3.00,35.00,15.00,10.00,1.70,0.00,0.00,0.00,0.00
10.00,40.00,12.00,3.00,35.00,15.00,20.00,2.11,0.00,0.00,0.00,0.00
10.00,40.00,12.00,3.00,35.00,20.00,0.10,0.91,11.82,375.32,1215.69,2970.89
10.00,40.00,12.00,3.00,35.00,20.00,10.00,1.70,0.00,0.00,0.00,0.00
10.00,40.00,12.00,3.00,35.00,20.00,20.00,2.11,0.00,0.00,0.00,0.00
10.00,40.00,12.00,3.00,35.00,25.00,0.10,0.91,11.82,375.32,1215.69,2970.89
10.00,40.00,12.00,3.00,35.00,25.00,10.00,1.70,0.00,0.00,0.00,0.00
10.00,40.00,12.00,3.00,35.00,25.00,20.00,2.11,0.00,0.00,0.00,0.00
10.00,40.00,12.00,6.00,25.00,15.00,0.10,0.63,47.64,750.64,1485.65,4960.92
10.00,40.00,12.00,6.00,25.00,15.00,10.00,1.28,0.00,0.00,0.00,0.00
10.00,40.00,12.00,6.00,25.00,15.00,20.00,1.66,0.00,0.00,0.00,0.00
10.00,40.00,12.00,6.00,25.00,20.00,0.10,0.63,47.64,750.64,1485.65,4960.92
10.00,40.00,12.00,6.00,25.00,20.00,10.00,1.28,0.00,0.00,0.00,0.00
10.00,40.00,12.00,6.00,25.00,20.00,20.00,1.66,0.00,0.00,0.00,0.00
10.00,40.00,12.00,6.00,25.00,25.00,0.10,0.63,47.64,750.64,1485.65,4960.92
10.00,40.00,12.00,6.00,25.00,25.00,10.00,1.28,0.00,0.00,0.00,0.00
10.00,40.00,12.00,6.00,25.00,25.00,20.00,1.66,0.00,0.00,0.00,0.00
10.00,40.00,12.00,6.00,30.00,15.00,0.10,0.76,27.01,375.32,1335.29,3754.17
10.00,40.00,12.00,6.00,30.00,15.00,10.00,1.49,0.00,0.00,0.00,0.00
10.00,40.00,12.00,6.00,30.00,15.00,20.00,1.87,0.00,0.00,0.00,0.00
10.00,40.00,12.00,6.00,30.00,20.00,0.10,0.76,27.01,375.32,1335.29,3754.17
